Chromosome,GeneStart,GeneEnd,GeneLength,ConcTumor,ConcNormal,Fold,FDR,Annotation,Symbol,GeneName,Direction
chr1,223810464,223845954,35491,4.728058588,3.428271254,0.928457413,0.04986227,Distal Intergenic,TP53BP2,tumor protein p53 binding protein 2,Open
chr1,204078129,204116627,38499,5.500866049,3.865705056,1.007274368,0.04986227,Intron ,SOX13,SRY-box transcription factor 13,Open
chr1,162824458,162855783,31326,4.204546433,2.715108557,0.973283775,0.04986227,Intron ,CCDC190,coiled-coil domain containing 190,Open
chr12,67586590,67587306,717,4.450405181,3.168335022,0.919559647,0.04986227,Intron ,LINC02442,long intergenic non-protein coding RNA 2442,Open
chr22,41938737,41940219,1483,5.213026653,3.472159017,1.022418259,0.04986227,Promoter ,CENPM,centromere protein M,Open
chr20,39213777,39224748,10972,4.189224114,2.815855375,0.943829945,0.04986227,Intron ,LINC01734,long intergenic non-protein coding RNA 1734,Open
chr19,16143685,16154863,11179,4.995763676,3.314134527,1.014154882,0.04986227,Promoter ,HSH2D,hematopoietic SH2 domain containing,Open
chr10,32271554,32272249,696,4.636058652,3.138862539,0.979720045,0.04986227,Distal Intergenic,EPC1,enhancer of polycomb 1,Open
chr1,233724454,233730746,6293,5.132012452,3.520979959,1.000779405,0.04986227,Distal Intergenic,LOC124904552,uncharacterized LOC124904552,Open
chr17,80023900,80029692,5793,4.486936003,3.00532945,0.976486389,0.04986227,Promoter ,LOC124904072,uncharacterized LOC124904072,Open
chr1,215573786,215581179,7394,4.378195053,3.021848981,0.946002984,0.04986227,Intron ,KCTD3,potassium channel tetramerization domain containing 3,Open
chr3,72738898,72740541,1644,4.754613965,3.377775798,0.945620964,0.04986227,Distal Intergenic,LOC124909396,uncharacterized LOC124909396,Open
chr1,230747415,230802003,54589,4.462196161,3.039827824,0.958815377,0.04986227,Intron ,CAPN9,calpain 9,Open
chr2,203706517,203735676,29160,4.659373315,3.154136694,0.986138344,0.04986227,Promoter ,CD28,CD28 molecule,Open
chr15,68277745,68295862,18118,4.774718381,3.311223907,0.97198713,0.04986227,Promoter ,FEM1B,fem-1 homolog B,Open
chr1,245749351,245858647,109297,4.58360947,3.172871828,0.95488222,0.04986227,Intron ,SMYD3,SET and MYND domain containing 3,Open
chr8,87206048,87237267,31220,4.574389747,2.762806703,1.026944556,0.04986227,Intron ,CNBD1,cyclic nucleotide binding domain containing 1,Open
chr2,159768628,159798208,29581,4.038338667,2.72039866,0.924557407,0.04986227,Intron ,CD302,CD302 molecule,Open
chr17,72403328,72465920,62593,4.797667708,3.368398942,0.96649828,0.04986227,Promoter ,LINC00673,long intergenic non-protein coding RNA 673,Open
chr1,211658657,211675630,16974,5.809734301,4.116953209,1.014648673,0.04986227,Promoter ,NEK2,NIMA related kinase 2,Open
chr8,85839705,85908616,68912,4.907046678,3.31794045,0.994895428,0.04986227,Promoter ,LOC124901971,uncharacterized LOC124901971,Open
chr8,139988740,140238493,249754,4.460923052,3.041852406,0.956410799,0.04986227,Intron ,TRAPPC9,trafficking protein particle complex subunit 9,Open
chr8,60909683,61006853,97171,4.818807532,3.259998321,0.991546911,0.04986227,Promoter ,CLVS1,clavesin 1,Open
chr8,118923557,118951885,28329,4.267758079,3.033607685,0.901441069,0.04986227,Distal Intergenic,TNFRSF11B,TNF receptor superfamily member 11b,Open
chr1,244307592,244325165,17574,5.491624211,3.829768977,1.010079868,0.04986227,Intron ,LOC105373262,uncharacterized LOC105373262,Open
chr19,38836395,38837585,1191,5.037178251,3.032161642,1.038070781,0.04986227,Promoter ,HNRNPL,heterogeneous nuclear ribonucleoprotein L,Open
chr7,101913104,102283957,370854,5.242883684,3.56883147,1.010496365,0.04986227,Intron ,CUX1,cut like homeobox 1,Open
chr17,28897781,28903071,5291,6.674949959,4.738693274,1.035572916,0.04986227,Promoter ,DHRS13,dehydrogenase/reductase 13,Open
chr4,76709767,76738993,29227,4.273791731,2.966669378,0.915788759,0.04986227,Intron ,SHROOM3,shroom family member 3,Open
chr16,19167971,19183617,15647,4.722238907,3.435167657,0.921218197,0.04986227,Promoter ,SYT17,synaptotagmin 17,Open
chr11,35286816,35404490,117675,3.700521344,2.187117378,0.976207408,0.04986227,Promoter ,SLC1A2,solute carrier family 1 member 2,Open
chr1,244240588,244254558,13971,4.242105577,3.141593889,0.850815853,0.04986227,Intron ,LOC105373262,uncharacterized LOC105373262,Open
chr8,143589545,143596345,6801,5.090169413,3.618407919,0.971543095,0.04986227,Promoter ,EEF1D,eukaryotic translation elongation factor 1 delta,Open
chr17,64363286,64370245,6960,5.456254621,3.816400391,1.006240043,0.04986227,Intron ,PECAM1,platelet and endothelial cell adhesion molecule 1,Open
chr8,47360819,47440397,79579,4.565229303,3.08437323,0.972010526,0.04986227,Intron ,SPIDR,scaffold protein involved in DNA repair,Open
chr10,78743702,78744561,860,5.247915627,3.575231669,1.008788105,0.04986227,Distal Intergenic,LOC105378379,uncharacterized LOC105378379,Open
chr1,203996532,204008357,11826,5.150740708,3.378975871,1.021215012,0.04986227,Exon ,LOC105371689,uncharacterized LOC105371689,Open
chr11,121447331,121453013,5683,4.360515624,2.699629937,1.004771589,0.04986227,Intron ,SORL1-AS1,SORL1 antisense RNA 1,Open
chr20,53582925,53609907,26983,4.562275976,2.759402544,1.024788028,0.04986227,Intron ,ZNF217,zinc finger protein 217,Open
chr1,210369715,210590542,220828,4.529988698,3.002137556,0.982869072,0.04986227,Intron ,HHAT,hedgehog acyltransferase,Open
chr3,108033831,108035892,2062,4.600764029,3.123533697,0.966678961,0.04986227,Intron ,LOC124906265,uncharacterized LOC124906265,Open
chr1,206728934,206729470,537,4.896205471,3.351249509,0.989707771,0.049869643,Intron ,MAPKAPK2,MAPK activated protein kinase 2,Open
chr1,235642358,235643835,1478,4.646668027,3.255433532,0.948752549,0.049869643,Intron ,LOC124904560,uncharacterized LOC124904560,Open
chr9,92975250,93036236,60987,4.184090475,2.773683884,0.962111245,0.049869643,Intron ,FGD3,FYVE RhoGEF and PH domain containing 3,Open
chr3,134795260,135260467,465208,2.743943891,4.117409104,-0.993100625,0.045980331,Intron ,EPHB1,EPH receptor B1,Closed
chr2,88083053,88091025,7973,2.723713226,4.075253956,-0.973383206,0.046121213,Promoter ,SMYD1,SET and MYND domain containing 1,Closed
chr20,56630234,56631547,1314,2.972014124,4.371807102,-0.988362297,0.046121213,Exon ,TFAP2C,transcription factor AP-2 gamma,Closed
chr6,148272304,148440694,168391,2.790337231,4.014807938,-0.916779327,0.048245737,Promoter ,SASH1,SAM and SH3 domain containing 1,Closed
chr9,69382908,69392439,9532,3.318790857,4.710403582,-0.966450355,0.048245737,Distal Intergenic,ENTREP1,endosomal transmembrane epsin interactor 1,Closed
chr9,96112968,96116414,3447,2.994648703,4.450936703,-0.98470835,0.048245737,Promoter ,LOC158434,uncharacterized LOC158434,Closed
